state,year,type,office,juris,dist,url
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/d3/20161114_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/d5/20161114_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/d7/20161114_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/d9/20161114_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/d11/20161114_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161114/20161114_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/20161113_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d1/20161113_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d3/20161113_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d5/20161113_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d7/20161113_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d9/20161113_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/d11/20161113_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161113/20161113_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/20161112_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d1/20161112_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d3/20161112_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d5/20161112_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d7/20161112_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d9/20161112_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/d11/20161112_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161112/20161112_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/20161111_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d1/20161111_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d3/20161111_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d5/20161111_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d7/20161111_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d9/20161111_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/d11/20161111_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161111/20161111_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/20161110_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d1/20161110_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d3/20161110_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d5/20161110_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d7/20161110_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d9/20161110_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/d11/20161110_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161110/20161110_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/20161109_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d1/20161109_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d3/20161109_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d5/20161109_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d7/20161109_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d9/20161109_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/d11/20161109_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161109/20161109_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/20161108_4_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d1/20161108_4_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d3/20161108_4_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d5/20161108_4_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d7/20161108_4_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d9/20161108_4_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/d11/20161108_4_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_4/20161108_4_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_3/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_2/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/20161108_1_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d1/20161108_1_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d3/20161108_1_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d5/20161108_1_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d7/20161108_1_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d9/20161108_1_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/d11/20161108_1_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161108_1/20161108_1_neigh.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/summary.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/20161100_psov.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d1/20161100_d1.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d3/20161100_d3.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d5/20161100_d5.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d7/20161100_d7.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d9/20161100_d9.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/d11/20161100_d11.pdf
CA,2016,general,,San Francisco,At_Large,https://sfelections.org/results/20161108/data/20161100/20161100_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/BallotImageRCVhelp.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/SHA512_FAQ.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/CertificationLetterNov2015.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151119/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151119/20151119_sov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151119/mayor/20151119_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151119/sheriff/20151119_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151119/d3/20151119_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151119/20151119_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151116/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151116/20151116_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151116/mayor/20151116_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151116/sheriff/20151116_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151116/d3/20151116_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151116/20151116_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151113/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151113/20151113_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151113/mayor/20151113_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151113/sheriff/20151113_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151113/d3/20151113_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151113/20151113_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151112/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151112/20151112_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151112/mayor/20151112_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151112/sheriff/20151112_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151112/d3/20151112_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151112/20151112_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151111/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151111/20151111_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151111/mayor/20151111_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151111/sheriff/20151111_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151111/d3/20151111_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151111/20151111_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151110/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151110/20151110_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151110/mayor/20151110_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151110/sheriff/20151110_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151110/d3/20151110_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151110/20151110_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151109/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151109/20151109_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151109/mayor/20151109_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151109/sheriff/20151109_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151109/d3/20151109_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151109/20151109_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151108/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151108/20151108_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151108/mayor/20151108_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151108/sheriff/20151108_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151108/d3/20151108_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151108/20151108_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151107/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151107/20151107_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151107/mayor/20151107_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151107/sheriff/20151107_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151107/d3/20151107_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151107/20151107_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151106/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151106/20151106_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151106/mayor/20151106_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151106/sheriff/20151106_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151106/d3/20151106_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151106/20151106_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151105/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151105/20151105_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151105/mayor/20151105_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151105/sheriff/20151105_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151105/d3/20151105_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151105/20151105_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151104/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151104/20151104_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151104/mayor/20151104_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151104/sheriff/20151104_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151104/d3/20151104_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151104/20151104_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_3/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_3/20151103_3_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151103_3/mayor/20151103_3_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_3/sheriff/20151103_3_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_3/d3/20151103_3_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_3/20151103_3_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_2/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_1/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_1/20151103_1_psov.pdf
CA,2015,general,Mayor,San Francisco,Citywide,https://sfelections.org/results/20151103/data/20151103_1/mayor/20151103_1_mayor.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_1/sheriff/20151103_1_sheriff.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_1/d3/20151103_1_d3.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151103_1/20151103_1_neigh.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151005/summary.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151005/20151005_psov.pdf
CA,2015,general,,San Francisco,At_Large,https://sfelections.org/results/20151103/data/20151005/20151005_neigh.pdf
MN,,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/
MN,2023,general,City Council,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-1/
MN,2023,general,City Council,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-2/
MN,2023,general,City Council,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-3/
MN,2023,general,City Council,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-4/
MN,2023,general,City Council,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-5/
MN,2023,general,City Council,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-6/
MN,2023,general,City Council,Minneapolis,7,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-7/
MN,2023,general,City Council,Minneapolis,8,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-8/
MN,2023,general,City Council,Minneapolis,9,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-9/
MN,2023,general,City Council,Minneapolis,10,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-10/
MN,2023,general,City Council,Minneapolis,11,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-11/
MN,2023,general,City Council,Minneapolis,12,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-12/
MN,2023,general,City Council,Minneapolis,13,https://vote.minneapolismn.gov/results-data/election-results/2023/council-ward-13/
MN,2021,general,Mayor,Minneapolis,Citywide,https://vote.minneapolismn.gov/results-data/election-results/2021/mayor/
MN,2021,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2021/bet/
MN,2021,general,Park Board,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-at-large/
MN,2021,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2021/ballot-questions/
MN,2021,general,City Council,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-1/
MN,2021,general,City Council,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-2/
MN,2021,general,City Council,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-3/
MN,2021,general,City Council,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-4/
MN,2021,general,City Council,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-5/
MN,2021,general,City Council,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-6/
MN,2021,general,City Council,Minneapolis,7,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-7/
MN,2021,general,City Council,Minneapolis,8,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-8/
MN,2021,general,City Council,Minneapolis,9,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-9/
MN,2021,general,City Council,Minneapolis,10,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-10/
MN,2021,general,City Council,Minneapolis,11,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-11/
MN,2021,general,City Council,Minneapolis,12,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-12/
MN,2021,general,City Council,Minneapolis,13,https://vote.minneapolismn.gov/results-data/election-results/2021/council-ward-13/
MN,2021,general,Park Board,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-1/
MN,2021,general,Park Board,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-2/
MN,2021,general,Park Board,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-3/
MN,2021,general,Park Board,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-4/
MN,2021,general,Park Board,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-5/
MN,2021,general,Park Board,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2021/park-board-6/
MN,2017,general,Mayor,Minneapolis,Citywide,https://vote.minneapolismn.gov/results-data/election-results/2017/mayor/
MN,2017,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2017/bet/
MN,2017,general,Park Board,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-at-large/
MN,2017,general,City Council,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-1/
MN,2017,general,City Council,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-2/
MN,2017,general,City Council,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-3/
MN,2017,general,City Council,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-4/
MN,2017,general,City Council,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-5/
MN,2017,general,City Council,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-6/
MN,2017,general,City Council,Minneapolis,7,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-7/
MN,2017,general,City Council,Minneapolis,8,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-8/
MN,2017,general,City Council,Minneapolis,9,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-9/
MN,2017,general,City Council,Minneapolis,10,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-10/
MN,2017,general,City Council,Minneapolis,11,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-11/
MN,2017,general,City Council,Minneapolis,12,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-12/
MN,2017,general,City Council,Minneapolis,13,https://vote.minneapolismn.gov/results-data/election-results/2017/council-ward-13/
MN,2017,general,Park Board,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-1/
MN,2017,general,Park Board,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-2/
MN,2017,general,Park Board,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-3/
MN,2017,general,Park Board,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-4/
MN,2017,general,Park Board,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-5/
MN,2017,general,Park Board,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2017/park-board-6/
MN,2013,general,Mayor,Minneapolis,Citywide,https://vote.minneapolismn.gov/results-data/election-results/2013/mayor/
MN,2013,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2013/bet/
MN,2013,general,Park Board,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-at-large/
MN,2013,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2013/ballot-questions/
MN,2013,general,City Council,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-1/
MN,2013,general,City Council,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-2/
MN,2013,general,City Council,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-3/
MN,2013,general,City Council,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-4/
MN,2013,general,City Council,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-5/
MN,2013,general,City Council,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-6/
MN,2013,general,City Council,Minneapolis,7,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-7/
MN,2013,general,City Council,Minneapolis,8,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-8/
MN,2013,general,City Council,Minneapolis,9,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-9/
MN,2013,general,City Council,Minneapolis,10,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-10/
MN,2013,general,City Council,Minneapolis,11,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-11/
MN,2013,general,City Council,Minneapolis,12,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-12/
MN,2013,general,City Council,Minneapolis,13,https://vote.minneapolismn.gov/results-data/election-results/2013/council-ward-13/
MN,2013,general,Park Board,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-1/
MN,2013,general,Park Board,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-2/
MN,2013,general,Park Board,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-3/
MN,2013,general,Park Board,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-4/
MN,2013,general,Park Board,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-5/
MN,2013,general,Park Board,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2013/park-board-6/
MN,2009,general,Mayor,Minneapolis,Citywide,https://vote.minneapolismn.gov/results-data/election-results/2009/mayor/
MN,2009,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2009/bet/
