state,year,type,office,juris,dist,url
MN,2009,general,Park Board,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-at-large/
MN,2009,general,,Minneapolis,At_Large,https://vote.minneapolismn.gov/results-data/election-results/2009/ballot-question/
MN,2009,general,City Council,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-1/
MN,2009,general,City Council,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-2/
MN,2009,general,City Council,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-3/
MN,2009,general,City Council,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-4/
MN,2009,general,City Council,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-5/
MN,2009,general,City Council,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-6/
MN,2009,general,City Council,Minneapolis,7,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-7/
MN,2009,general,City Council,Minneapolis,8,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-8/
MN,2009,general,City Council,Minneapolis,9,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-9/
MN,2009,general,City Council,Minneapolis,10,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-10/
MN,2009,general,City Council,Minneapolis,11,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-11/
MN,2009,general,City Council,Minneapolis,12,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-12/
MN,2009,general,City Council,Minneapolis,13,https://vote.minneapolismn.gov/results-data/election-results/2009/council-ward-13/
MN,2009,general,Park Board,Minneapolis,1,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-1/
MN,2009,general,Park Board,Minneapolis,2,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-2/
MN,2009,general,Park Board,Minneapolis,3,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-3/
MN,2009,general,Park Board,Minneapolis,4,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-4/
MN,2009,general,Park Board,Minneapolis,5,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-5/
MN,2009,general,Park Board,Minneapolis,6,https://vote.minneapolismn.gov/results-data/election-results/2009/park-board-6/
CA,2017,general,,Alameda County,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2017/03072017/results/rcv/march-7-2017-pass-report-results.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_2/nov-8-2016-comprehensive-results-report-councilmember-dist2.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_2/nov-8-2016--pass-report-councilmember-dist2.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_3/nov-8-2016-comprehensive-results-report-councilmember-dist3.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_3/nov-8-2016-pass-report-councilmember-dist3.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_5/nov-8-2016-comprehensive-results-report-councilmember-dist5.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_5/nov-8-2016-pass-report-councilmember-dist5.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_6/nov-8-2016-comprehensive-results-report-councilmember-dist6.pdf
CA,2016,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/city_councilmember_district_6/nov-8-2016-pass-report-councilmember-dist6.pdf
CA,2016,general,Mayor,Berkeley,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/mayor/nov-8-2016-comprehensive-results-report-mayor.pdf
CA,2016,general,Mayor,Berkeley,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/berkeley/mayor/nov-8-2016-pass-results-report-mayor.pdf
CA,2016,general,City Attorney,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_attorney/nov-8-2016-comprehensive-results-report-city-attorney-oak.pdf
CA,2016,general,City Attorney,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_attorney/nov-8-2016-pass-report-city-attorney-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_1/nov-8-2016-comprehensive-results-report-city-council-dist1-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_1/nov-8-2016-pass-report-city-council-dist1-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_5/nov-8-2016-comprehensive-results-report-city-council-dist5-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_5/nov-8-2016-pass-report-city-council-dist5-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_7/nov-8-2016-comprehensive-results-report-city-council-dist7-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_7/nov-8-2016-pass-report-city-council-dist7-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_at_large/nov-8-2016-comprehensive-results-report-city-council-at-large-oak.pdf
CA,2016,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/city_councilmember_district_at_large/nov-8-2016-pass-report-city-council-at-large-oak.pdf
CA,2016,general,School Director,Oakland,1,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_1/nov-8-2016-comprehensive-results-report-school-director-dist1-oak.pdf
CA,2016,general,School Director,Oakland,1,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_1/nov-8-2016-pass-report-school-director-dist1-oak.pdf
CA,2016,general,School Director,Oakland,3,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_3/nov-8-2016-comprehensive-results-report-school-director-dist3-oak.pdf
CA,2016,general,School Director,Oakland,3,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_3/nov-8-2016-pass-report-school-director-dist3-oak.pdf
CA,2016,general,School Director,Oakland,5,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_5/nov-8-2016-comprehensive-results-report-school-director-dist5-oak.pdf
CA,2016,general,School Director,Oakland,5,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_5/nov-8-2016-pass-report-school-director-dist5-oak.pdf
CA,2016,general,School Director,Oakland,7,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_7/nov-8-2016-comprehensive-results-report-school-director-dist7-oak.pdf
CA,2016,general,School Director,Oakland,7,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/oakland/school_director_district_7/nov-8-2016-pass-report-school-director-dist7-oak.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_2/nov-8-2016-comprehensive-results-report-city-council-dist2-sl.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_2/nov-8-2016-pass-report-city-council-dist2-sl.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_4/nov-8-2016-comprehensive-results-report-city-council-dist4-sl.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_4/nov-8-2016-pass-report-city-council-dist4-sl.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_6/nov-8-2016-comprehensive-results-report-city-council-dist6-sl.pdf
CA,2016,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2016/11082016/results/rcv/san_leandro/city_councilmember_district_6/nov-8-2016-pass-report-city-council-dist6-sl.pdf
CA,2014,general,,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_auditor/nov-4-2014-comprehensive-results-report-auditor-berkeley.pdf
CA,2014,general,,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_auditor/nov-4-2014-pass-report-city-auditor-berkeley.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_1/nov-4-2014-comprehensive-results-city-council-berk-dist1.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_1/nov-4-2014-pass-report-city-council-berkeley-dist1.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_4/nov-4-2014-comprehensive-results-city-council-berk-dist4.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_4/nov-4-2014-pass-report-city-council-berkeley-dist4.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_7/nov-4-2014-comprehensive-results-city-council-berk-dist7.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_7/nov-4-2014-pass-report-city-council-berkeley-dist7.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_8/nov-4-2014-comprehensive-results-city-council-berk-dist8.pdf
CA,2014,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/berkeley/city_council_district_8/nov-4-2014-pass-report-city-council-berkeley-dist8.pdf
CA,2014,general,,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_auditor/nov-4-2014-comprehensive-results-city-auditor-oakland.pdf
CA,2014,general,,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_auditor/nov-4-2014-pass-report-city-auditor-oakland.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_2/nov-4-2014-comprehensive-results-city-council-oakland-dist2.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_2/nov-4-2014-pass-report-city-council-oakland-dist2.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_4/nov-4-2014-comprehensive-results-city-council-oakland-dist4.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_4/nov-4-2014-pass-report-city-council-oakland-dist4.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_6/nov-4-2014-comprehensive-results-city-council-oakland-dist6.pdf
CA,2014,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/city_council_district_6/nov-4-2014-pass-report-city-council-oakland-dist6.pdf
CA,2014,general,Mayor,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/mayor/nov-4-2014-comprehensive-results-mayor-oakland.pdf
CA,2014,general,Mayor,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/mayor/nov-4-2014-pass-report-mayor-oakland.pdf
CA,2014,general,School Director,Oakland,2,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_2/nov-4-2014-comprehensive-results-school-director-oakland-dist2.pdf
CA,2014,general,School Director,Oakland,2,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_2/nov-4-2014-pass-report-school-director-oakland-dist2.pdf
CA,2014,general,School Director,Oakland,4,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_4/nov-4-2014-comprehensive-results-school-director-oakland-dist4.pdf
CA,2014,general,School Director,Oakland,4,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_4/nov-4-2014-pass-report-school-director-oakland-dist4.pdf
CA,2014,general,School Director,Oakland,6,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_6/nov-4-2014-comprehensive-results-school-director-oakland-dist6.pdf
CA,2014,general,School Director,Oakland,6,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/oakland/school_director_district_6/nov-4-2014-pass-report-school-director-oakland-dist6.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_1/nov-4-2014-comp-results-report-city-council-san-leandro-d1.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_1/nov-4-2014-pass-report-city-council-san-leandro-d1.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_3/nov-4-2014-comp-results-report-city-council-san-leandro-d3.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_3/nov-4-2014-pass-report-city-council-san-leandro-d3.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_5/nov-4-2014-comp-results-report-city-council-san-leandro-d5.pdf
CA,2014,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/city_council_district_5/nov-4-2014-pass-report-city-council-san-leandro-d5.pdf
CA,2014,general,Mayor,San Leandro,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/mayor/nov-4-2014-comprehensive-results-report-mayor-san-leandro.pdf
CA,2014,general,Mayor,San Leandro,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2014/11042014/results/rcv/san_leandro/mayor/nov-4-2014-pass-report-mayor-san-leandro.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_2/nov-6-2012-comprehensive-results-report-council-member-dist2.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_2/nov-6-2012-pass-report-council-member-dist2.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_3/nov-6-2012-comprehensive-results-report-council-member-dist3.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_3/nov-6-2012-pass-report-council-member-dist3.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_5/nov-6-2012-comprehensive-results-report-council-member-dist-5.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_5/nov-6-2012-pass-report-council-member-dist-5.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_6/nov-6-2012-comprehensive-results-report-council-member-dist-6.pdf
CA,2012,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/city_councilmember_district_6/nov-6-2012-pass-report-council-member-dist-6.pdf
CA,2012,general,Mayor,Berkeley,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/mayor/nov-6-2012-comprehensive-results-report-mayor.pdf
CA,2012,general,Mayor,Berkeley,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/berkeley/mayor/nov-6-2012-pass-report-mayor.pdf
CA,2012,general,City Attorney,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_attorney/nov-6-2012-comprehensive-results-report-oakland-city-attorney.pdf
CA,2012,general,City Attorney,Oakland,Citywide,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_attorney/nov-6-2012-pass-report-oakland-city-attorney.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_1/nov-6-2012-comprehensive-results-report-oak-council-member-dist-1.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_1/nov-6-2012-pass-report-oakland-council-member-dist-1.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_3/nov-6-2012-comprehensive-results-report-oak-council-member-dist-3.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_3/nov-6-2012-pass-report-oakland-council-member-dist-3.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_5/nov-6-2012-comprehensive-results-report-oak-council-member-dist-5.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_5/nov-6-2012-pass-report-oakland-council-member-dist-5.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_7/nov-6-2012-comprehensive-results-report-oak-council-member-dist-7.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_7/nov-6-2012-pass-report-oakland-council-member-dist-7.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_at_large/nov-6-2012-comprehensive-results-report-oak-council-member-at-large.pdf
CA,2012,general,City Council,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/city_councilmember_district_at_large/nov-6-2012-pass-report-oakland-council-member-at-large.pdf
CA,2012,general,School Director,Oakland,1,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_1/nov-6-2012-comprehensive-results-report-oak-school-director-dist-1.pdf
CA,2012,general,School Director,Oakland,1,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_1/nov-6-2012-pass-report-oakland-school-director-dist-1.pdf
CA,2012,general,School Director,Oakland,3,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_3/nov-6-2012-comprehensive-results-report-oak-school-director-dist-3.pdf
CA,2012,general,School Director,Oakland,3,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_3/nov-6-2012-pass-report-oakland-school-director-dist-3.pdf
CA,2012,general,School Director,Oakland,5,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_5/nov-6-2012-comprehensive-results-report-oak-school-director-dist-5.pdf
CA,2012,general,School Director,Oakland,5,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_5/nov-6-2012-pass-report-oakland-school-director-dist-5.pdf
CA,2012,general,School Director,Oakland,7,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_7/nov-6-2012-comprehensive-results-report-oak-school-director-dist-7.pdf
CA,2012,general,School Director,Oakland,7,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/oakland/school_director_district_7/nov-6-2012-pass-report-oakland-school-director-dist-7.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_2/nov-6-2012-comprehensive-results-report-sl-council-member-dist-2.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_2/nov-6-2012-pass-report-san-leandro-council-member-dist-2.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_4/nov-6-2012-comprehensive-results-report-sl-council-member-dist-4.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_4/nov-6-2012-pass-report-san-leandro-council-member-dist-4.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_6/nov-6-2012-comprehensive-results-report-sl-council-member-dist-6.pdf
CA,2012,general,City Council,San Leandro,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2012/11062012/results/rcv/san_leandro/city_councilmember_district_6/nov-6-2012-pass-report-san-leandro-council-member-dist-6.pdf
CA,2010,general,,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_auditor/november-2-2010-comprehensive-results-report-berkeley-city-auditor.pdf
CA,2010,general,,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_auditor/november-2-2010-pass-report-berkeley-city-auditor.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_1/november-2-2010-comprehensive-results-report-berkeley-council-member-dist-1.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_1/november-2-2010-pass-report-berkeley-council-member-dist-1.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_4/november-2-2010-comprehensive-results-report-berkeley-council-member-dist-4.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_4/november-2-2010-pass-report-berkeley-council-member-dist-4.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_7/november-2-2010-comprehensive-results-report-berkeley-council-member-dist-7.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_7/november-2-2010-pass-report-berkeley-council-member-dist-7.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_8/november-2-2010-comprehensive-results-report-berkeley-council-member-dist-8.pdf
CA,2010,general,City Council,Berkeley,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/berkeley/city_councilmember_district_8/november-2-2010-pass-report-berkeley-council-member-dist-8.pdf
CA,2010,general,,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/oakland/city_auditor/november-2-2010-comprehensive-results-report-oakland-city-auditor.pdf
CA,2010,general,,Oakland,At_Large,https://acvote.alamedacountyca.gov/acvote-assets/pdf/elections/2010/11022010/results/rcv/oakland/city_auditor/november-2-2010-pass-report-oakland-city-auditor.pdf
